"","C03_C","C03_R","C03_S","A33_C","A33_R","A33_S"
"GOBP_MIRNA_METABOLIC_PROCESS",-0.190505649446343,-0.13266128477046,-0.35934872732484,0.232438903831606,0.121564801948613,0.214358654521421
"GOBP_MIRNA_CATABOLIC_PROCESS",-0.618419165123163,0.405847105132671,-0.351002337799462,0.50845672729892,0.527939839444672,-0.221736308685493
"GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY",-0.13138495562413,0.223011511359311,-0.100638766489675,0.0810407563713991,0.250428461054946,0.182553306706794
"GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY",-0.253159381202012,0.258149260209216,-0.0512028063016813,0.265984960377053,0.315574219206665,0.0251554187680735
"GOBP_NEGATIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY",0.157307192795633,-0.038117200216953,0.0662947387146866,-0.76681292527466,-0.58179912658241,0.785130393612519
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-0.0244139609204178,-0.276392866540107,-0.256918503741108,-0.107910151873258,-0.0872761473666066,-0.0902172895958695
"GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION",-0.128909967205454,-0.325282427531837,-0.369264772904733,-0.126383204302227,-0.0936190413095024,-0.0151119541512149
"GOBP_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY",-0.424537509399529,0.0311941991654526,-0.382661464358538,0.278621284372448,0.53388356159769,0.216676294031899
"GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY",-0.459295237261338,0.30215528522788,-0.245803365883602,0.680085464288111,0.6835786474937,0.33303530805345
"GOBP_POST_TRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION",-0.106182999367836,0.0726122451603686,-0.148156048136852,0.305664013728613,0.289044682918857,0.0625180738208238
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION",-0.388613163623818,0.160295025504655,-0.0898189749312213,-0.263740746901769,-0.157316762009538,-0.0115113011128571
"GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION",0.191368433030584,0.535116391260647,-0.0696523382757527,-0.769097979246673,-0.473467055992583,0.370068369971904
"GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION",-0.608592780647614,-0.0593688877927176,-0.132941941382532,-0.0845496798371953,-0.169705823180903,-0.183951003660013
"GOBP_PROGRAMMED_CELL_DEATH_INVOLVED_IN_CELL_DEVELOPMENT",-0.099804715960473,-0.0984822486973963,-0.359485140696847,-0.000391834106716393,-0.28460762512708,0.18102458748113
"GOBP_NEGATIVE_REGULATION_OF_SCHWANN_CELL_PROLIFERATION",-0.466391600607432,0.394519072788369,-0.0239919275456817,-0.213393202868642,0.39361516805136,-0.62424286206967
"GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION",0.0147228995624113,-0.146575709802025,-0.249750372717939,0.0645028202660734,0.0144709331961323,-0.0261941546482995
"GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION",-0.0426579258505453,-0.0250165058701854,-0.165084193843859,0.20664038160197,0.169407131298407,0.0252489268065986
"GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",0.0276149133671548,-0.189114902517401,-0.223530854810422,-0.14856083173374,-0.125578211613007,-0.0776450778036678
"GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",0.127508776648161,-0.0917715656536574,-0.0886815608325471,-0.136338841640073,-0.208837644812933,-0.216256217339018
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",-0.0715423116946562,-0.247739797033697,-0.283892053400077,-0.144678808777363,-0.118333576989427,-0.00222228924764474
"GOBP_REGULATION_OF_MITOCHONDRIAL_FUSION",-0.21251022866482,0.386818261046718,-0.135578029095033,-0.441313445653926,-0.194172787745601,-0.0953230778922294
"GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_FUSION",-0.132587941945282,0.301275011039279,-0.268259276857758,-0.394488572563488,-0.170206441176775,-0.270424560289919
"GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",-0.115338184571077,0.125210492834649,-0.182496695321197,0.144521012389185,0.152722518595939,0.0049410862302561
"GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION",-0.0416347846319994,0.0191148503630729,-0.199596778833457,0.135806499334553,0.210984328342707,0.0908790557242318
"GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",0.124743877204456,0.189885056529351,0.15454037091123,0.103544680396578,0.22121644058574,-0.237258504687382
"GOBP_POSITIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",-0.00525655373555114,0.407300966126344,0.222051091029027,-0.356766769658766,0.11441263000958,-0.104781314253791
"GOBP_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",0.162502986674863,0.153626684158379,0.325064315961505,0.0641181324562423,-0.131590621657391,-0.396153072705401
"GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING",0.406842230015662,0.135804503219055,0.250756672551388,-0.471003935556335,-0.196506317745693,-0.408531255642198
"GOBP_POSITIVE_REGULATION_OF_CELL_COMMUNICATION",0.0484986339321666,-0.0320065175509705,-0.0966854170863999,-0.136847741376081,-0.0667887245875221,-0.0583272320396425
"GOBP_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING",0.257507608097892,0.268480154544554,0.335299045794187,-0.435361714151677,0.00656961229870565,-0.128422135898342
"GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS",-0.089765657338297,-0.211935858697215,-0.268478936182312,-0.0108193690869504,0.262998247009559,0.0799308256966166
"GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS",-0.00229921726309165,-0.030626452195821,-0.20203570680197,0.0364930236325406,0.129012017053689,0.146608956356307
"GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS",0.102624448401678,-0.0949673868222416,-0.184998025371783,0.0798472092451813,0.164357116858434,0.152345138805077
"GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS",0.128753355543141,0.369131671421783,0.023627833703141,-0.0116850753847807,-0.192907329766989,0.188934433141749
"GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS",0.393138804430421,0.155363174333961,0.0226318098414977,-0.0543411008813556,-0.165446183157539,0.330785067497265
"GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS",-0.0255903680647565,-0.250152400494365,-0.28651085693107,0.0800816727427779,0.263425009945299,-0.0183023378080552
"GOBP_ECTODERMAL_CELL_DIFFERENTIATION",-0.076873204150536,-0.32351785555239,-0.525394385427226,-0.266354764047564,0.221931845682304,-0.402017774155452
"GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE",0.15764023896287,-0.149712634131557,-0.0933293916425584,0.0158325306776627,-0.0896314676993076,-0.141660926431268
"GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS",-0.0988787047227596,0.165227402022464,-0.0546726245054688,-0.106043322223183,-0.125505497274083,-0.167150438694094
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS",-0.0313840401287567,0.088844638558067,-0.056494069878043,-0.111723976509839,-0.0385603249177509,-0.176581138607861
"GOBP_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY",0.127026666526357,0.202515159463081,0.277608273435035,-0.447020672952816,-0.412834499109429,-0.0530353341738452
"GOBP_POSITIVE_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY",0.131123746282422,0.498158329763383,0.280509172865132,-0.625466575563324,-0.671542116958269,-0.11157443148549
"GOBP_NEGATIVE_REGULATION_OF_NOREPINEPHRINE_SECRETION",0.667838604942079,-0.364468891614949,-0.133299452975622,-0.587886187133906,0.174176030289416,-0.365239763171667
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS_VIA_LACTOSYLCERAMIDE",-0.492082045933539,0.00121652195015376,0.173473933228437,-0.114868072983632,0.566294829054575,0.236685050965689
"GOBP_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS",-0.244302454475507,-0.396873273418085,-0.270335937383791,-0.0326026645216955,-0.229196323285461,-0.137841258566121
"GOBP_NEGATIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS",-0.143174611573937,-0.298607030039455,-0.132129166558396,0.222089220764887,-0.271175090679213,-0.00741694999157605
"GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS",-0.283122422508376,-0.414653884123724,-0.206805498995858,-0.114417729978933,-0.242982275798819,-0.207931432211624
"GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY",0.0946088965761104,0.0969802532589387,-0.268824739393487,-0.262121749291038,-0.13668049350929,-0.174754725052597
"GOBP_NEGATIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY",-0.038369809373793,-0.476789280531687,-0.721233085767206,-0.354186504400756,-0.196770692152323,0.127819038898499
"GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.137956019930007,-0.187073469354355,-0.319408227477547,0.0905198480155185,-0.0225458299226488,0.10818565175504
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",-0.0518032579606994,-0.416959518474539,-0.505380511773198,0.265190187521745,0.0565783101431285,0.285359354803211
"GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.215226216135274,-0.149138733091303,-0.104028014990693,-0.172762847745537,-0.178888749995127,-0.0659813441806976
"GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT",0.118554137278349,-0.0439634693052192,-0.106057542520584,-0.0133828043203183,-0.0301022975846263,0.0686619963103933
"GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT",0.0920327764185957,-0.0217868135987125,-0.0781662227040142,-0.119052256781167,-0.0890077411837327,-0.0278138830801961
"GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS",0.320208956561669,0.36057637373789,0.618483974902562,-0.499560622666877,-0.712462607696129,-0.494196088602364
"GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_METABOLIC_PROCESS",-0.0948421476889784,-0.341642549827272,-0.246321272239465,0.259833341445396,-0.0355997524025849,0.431627968272044
"GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS",-0.0270748123161894,0.21230789388209,0.122064448959238,-0.269438500730754,-0.481911730560764,-0.29907015245798
"GOBP_PROTEIN_KINASE_A_SIGNALING",0.152853594810892,-0.221797223500278,-0.187202175891072,-0.238369053329194,-0.121592443344289,0.216865530546808
"GOBP_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING",0.24149630761234,0.00861388380517769,0.0767328607404912,-0.167832715317186,-0.139137133020748,0.154882194815788
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING",-0.107618027806781,-0.526829574409599,-0.239272224167781,-0.0337988554064723,-0.0425763660790717,0.231362540418928
"GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",0.278425164958827,-0.343496475315343,-0.135421345415175,-0.29133671192021,-0.386977555026631,-0.234428244688156
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",0.380708273442933,-0.397649011655917,0.053737487826439,-0.169776149077359,-0.31885534791502,-0.200037224859709
"GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",0.0855968557286494,-0.277312027613981,-0.382674715524841,-0.435876189153514,-0.502265279655477,-0.29023823296609
"GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE",-0.326265008475793,0.440699182663155,-0.164624073744087,-0.526376060739231,-0.419467304234624,-0.50757512365567
"GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION",0.359320924937755,0.240959102823727,0.0394017777664825,-0.549054891458612,-0.101331383932117,0.16444551699168
"GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION",0.754442485078533,0.659616718836298,0.625978002854807,-0.751797341292394,-0.564880657255971,0.201370048833489
"GOBP_REGULATION_OF_CGMP_MEDIATED_SIGNALING",-0.0717935469628181,-0.0738473100168198,0.0583864975664454,-0.432735158140257,-0.210149544148703,-0.0106719401787768
"GOBP_POSITIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING",0.217203457134983,-0.163710005954708,0.408499349025886,-0.766080431947702,-0.319005848013309,-0.18956087144034
"GOBP_NEGATIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING",-0.222516568407924,0.149513422216271,-0.327023228624437,-0.279196660310228,-0.150507983052175,0.364768704339243
"GOBP_REGULATION_OF_PLASMINOGEN_ACTIVATION",-0.488213533500433,-0.605686971006424,-0.46889500682398,-0.343479920534151,0.0420386727503242,0.0341329029192578
"GOBP_POSITIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION",-0.156550382144642,-0.581526968153226,-0.383983275843623,-0.430092237238499,0.0254391468526569,-0.0887968456319673
"GOBP_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION",-0.674027467493072,-0.436375894489335,-0.431959400255132,-0.541237014280533,0.227933616741515,0.122565595077467
"GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",-0.204943085657711,-0.312335715458313,-0.32661527871488,-0.262218601760382,-0.366041991311298,-0.284160667252006
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",-0.445135586216744,-0.225367352302454,-0.277436483562612,-0.106667637116548,-0.294821498502722,-0.35225760933557
"GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",0.346924148443245,-0.319753606959287,-0.310773206797427,-0.62699373159598,-0.647806487108368,-0.106435096558635
"GOBP_FIBROBLAST_MIGRATION",-0.132694337912302,-0.105697990863742,-0.359717508678959,0.0917933508391552,0.211000532637031,0.176154153517509
"GOBP_REGULATION_OF_FIBROBLAST_MIGRATION",-0.0255738287269625,-0.0608599068273931,-0.278532715848256,0.118469498972061,0.24202630865598,0.246013845668654
"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_MIGRATION",0.171183299941973,0.072540831961861,-0.0506747915436674,-0.130139332554478,0.0986745758604623,-0.0936682555093639
"GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_MIGRATION",-0.334040135947633,0.0140045405226881,-0.319019670060671,-0.327347393542895,-0.211313454519066,-0.10925310358864
"GOBP_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSPORT",-0.275076541343132,0.190865305718271,0.0262275536087576,-0.408761363068623,0.0177689684509769,0.0486732058720088
"GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT",0.523454199873514,-0.00561998166411437,0.0114235452107521,-0.335279531415803,-0.333907408072882,-0.389527347001334
"GOBP_REGULATION_OF_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.118590887018549,0.544453946797117,0.288033563828078,-0.0178780807743585,0.246240290140741,-0.0620121795090208
"GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS",-0.595246936851928,0.294779378390724,-0.423542290237574,0.619921318591814,0.704384799655989,0.396289764633996
"GOBP_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION",-0.00156062588327821,0.14378205525008,-0.000682700077548254,-0.15289046579402,-0.101689542658885,0.0937078340463277
"GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION",-0.00572124932499668,0.217885615142069,-0.0293513552024942,-0.306420907885639,-0.151647490286454,0.0453101288819205
"GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION",-0.0160129856064579,0.113608507234807,0.119950515206394,-0.0697775589260616,-0.0420515958135009,0.081887894944761
"GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY",-0.0356201426973904,0.138340174071611,-0.0949558062418439,-0.153673468492517,-0.0240187835562881,-0.232661369158906
"GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY",0.090853480572449,0.056778158492429,-0.113034142287207,-0.293442698190141,-0.0447871132938132,-0.140376653637435
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_PRIMING",0.492066883360457,0.712412130541607,0.682543473977866,-0.277270438687805,0.143861076595055,-0.19563152896497
"GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION",-0.0210542891731459,-0.0962357470049413,-0.104099832595581,-0.251441800811245,-0.154634383998426,-0.138752323013938
"GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION",-0.0345548697977468,-0.195146589030215,-0.146015228687286,-0.294585671182732,-0.257925757882955,-0.0618715815331963
"GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION",0.177123404529435,0.121613439430452,0.14504501037809,-0.294490884849762,-0.189160025895943,-0.296406097607968
"GOBP_BRADYKININ_CATABOLIC_PROCESS",0.0912443398699458,-0.231493964189683,-0.0113939571223257,-0.464023955732052,-0.280145774362954,-0.549295425953323
"GOBP_REGULATION_OF_HORMONE_LEVELS",0.0754438517997029,-0.110243747198974,-0.0362324816376769,-0.319926484687101,-0.295038574090116,-0.0841512136733056
"GOBP_T_CELL_CHEMOTAXIS",-0.333116086930985,-0.163009876006298,-0.057890643881313,-0.246936618508557,0.096776118987257,-0.194317961399209
"GOBP_REGULATION_OF_T_CELL_CHEMOTAXIS",-0.429977628043153,-0.265170605745756,-0.133079744758257,-0.0312366495753333,0.116797863368164,-0.261332851519368
"GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION",-0.211003234235908,0.136969631188285,-0.137389656194364,-0.0739112883637594,0.0935115449069048,-0.209608045015163
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION",-0.143019202320597,0.0661288639719232,-0.198167641631649,-0.166618760998644,0.154284324303454,-0.239293502053073
"GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION",-0.286442265172954,0.0409061558434149,-0.189029779222944,-0.111701343177093,-0.236195887301731,-0.217987383877506
"GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION",-0.604867097937754,-0.41265151184599,-0.597376238402245,0.571348160263407,0.466334416164853,0.483548157717816
"GOBP_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT",0.0647581394047635,0.251240257320376,0.169002680135511,-0.0654311180647768,0.0285440493044531,0.0378728834507927
"GOBP_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT",0.00810087076061611,0.233421017406154,0.24241786991236,-0.104415645518598,0.153701119684842,-0.0473587955292572
"GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT",0.207146814059134,0.375091761617827,0.307781120516822,-0.110098827208625,-0.0642174964751683,-0.00545541329446564
"GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION",0.0628964048391674,0.055038707828046,0.147721557436375,0.0162570927682632,-0.200224447151753,-0.168032743996957
"GOBP_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION",0.103032428219632,0.0735528466032184,0.2956381051559,0.0200968337317027,-0.19072868670572,-0.293720776538939
"GOBP_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION",0.134256642356776,0.136487498996264,0.219012405591216,-0.0503858653860978,-0.38097633837451,-0.21668061436054
"GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING",-0.313692161999276,0.0525401528509656,-0.36122692955886,0.507805280651018,0.414555942263413,0.20466877306983
"GOBP_REGULATION_OF_PROTEIN_ADP_RIBOSYLATION",-0.498168160095522,0.0598829204714651,-0.547915460634588,0.612277991687995,0.373374515513667,0.290591918591941
"GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION",0.0357300517251599,-0.258786885036607,-0.377518226292291,-0.194767280095471,-0.230221099081732,0.0775395036749262
"GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION",0.466800177967494,-0.345841305530016,-0.561059246073138,-0.161510802035917,-0.4020822789202,-0.163730214182694
"GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION",-0.214184353413937,-0.0983385009407004,-0.2234178757712,-0.290544325188796,-0.343937479065758,0.0182065778000451
"GOBP_RETINA_LAYER_FORMATION",-0.114591229410093,-0.212493350093921,-0.360513111641883,-0.0442252068365227,-0.0921835978737849,0.336552228892497
"GOBP_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION",-0.0149031602500648,-0.403516198756619,-0.257226844044738,-0.0590710528192419,0.0486075370574861,0.218431620755235
"GOBP_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS",0.0434775948424701,0.223752171401573,-0.0685553489972623,0.13989179281132,-0.213776530433226,-0.296015785414471
"GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS",-0.300933384366192,0.0344513705758235,-0.409795556186808,0.295989950929108,-0.185051246232786,-0.241666635943063
"GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS",0.668193198423677,0.45045178128648,0.824997068625234,-0.100593024712616,-0.538000424455987,-0.54481231232214
"GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX",0.273506461539096,0.0841272615818537,0.124347496831349,-0.362446128923148,-0.279969344716892,-0.0539111430266648
"GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX",0.341955797348352,-0.00371969456379215,0.0326973070733078,-0.550381578026111,-0.381021766659471,-0.0462668734282349
"GOBP_LIPID_LOCALIZATION",-0.0139105244445441,-0.0270560685644049,-0.029201170969211,-0.228563875304217,-0.162791831239071,-0.18436493969798
"GOBP_CHOLESTEROL_STORAGE",-0.0383754816764534,-0.201970582361297,-0.101157802267644,-0.307193245899827,-0.431250377908934,-0.467825105070835
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION",0.272521301225141,0.247351349986102,0.207483009720382,-0.425815691915378,-0.291465571457714,-0.244125855186673
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING",0.161336310807452,0.337715145016977,0.277502390959784,-0.462731670025431,-0.330985301565612,-0.271103459095167
"GOBP_REGULATION_OF_LIPID_STORAGE",0.0681611995738834,-0.113672267648085,-0.192784557322614,-0.212087356331114,-0.181178163414862,-0.180581964532817
"GOBP_POSITIVE_REGULATION_OF_LIPID_STORAGE",-0.0809511109869996,-0.365846079738953,-0.423207800468016,-0.140009239855926,0.00508802776054257,0.133493343638488
"GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_STORAGE",-0.200191777608731,0.0237927764039729,0.184398313904438,-0.0723418687467274,-0.177805850775296,-0.578590812911103
"GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE",0.169443669472716,-0.415271838079794,-0.148600530498758,-0.575412571791857,-0.697133289582679,-0.366093870151652
"GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE",0.0717516548750761,0.0484461327903873,-0.0496893544681342,-0.408335725736863,-0.448249363790158,-0.352989387284009
"GOBP_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE",-0.272869390999297,-0.121089738231619,-0.267819474542626,-0.150438657346065,0.0882317210794689,0.132380820007172
"GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE",-0.100654466729652,-0.0834214088751983,-0.251664975758395,-0.097568562319956,0.55386456143076,0.36065239786239
"GOBP_NEGATIVE_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE",-0.572675786980439,-0.142602605952655,-0.310982242098234,-0.301407269717686,-0.470562865881187,-0.239400495720065
"GOBP_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS",-0.047961490108489,-0.0753725337470917,0.111619525087816,-0.324389186505312,-0.466789614166088,-0.0274668670429796
"GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS",0.0731105495774272,0.00164106311721168,0.279475344946406,-0.5746688843723,-0.689240983958864,0.148933131899619
"GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS",-0.260992757171547,-0.099465625636187,-0.0113124913232826,0.0981767209841535,-0.213222395285155,-0.148487163296849
"GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING",0.137627576661638,-0.609360765979528,0.395073044819743,-0.405287575514238,-0.644904014347789,-0.285375667361215
"GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS",-0.128942751008439,0.191668078161948,-0.117331365038747,-0.0919244858936598,0.0257237403535902,-0.158664993364635
"GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS",-0.184858339981982,0.138567457267979,-0.146399172832022,-0.0878991694123259,0.0756429722724413,-0.153356876812265
"GOBP_REGULATION_OF_ISOMERASE_ACTIVITY",0.443586145512687,-0.899041414502911,-0.485341637596586,-0.0917928782569896,0.635001667213489,0.667502649596145
"GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE",-0.576655880924454,-0.525860155352948,0.311604061234895,-0.058661933060916,-0.367454341325937,-0.168873058038423
"GOBP_POSITIVE_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL",-0.69680223107962,-0.101585189530707,-0.333001527554983,0.0887595752712565,0.404867847543582,-0.161083852208984
"GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS",0.303930333540457,-0.257656189333079,0.102712611859756,-0.199265713604968,-0.331695084464913,-0.193695471868269
"GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY",0.0624063144299255,0.20074713350274,-0.0288879195026434,-0.111077980726217,-0.0565776159697567,-0.131422740977898
"GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY",0.142052748759076,0.176857108739395,0.0799175392337525,-0.201377260026441,-0.357850941622676,-0.159862186275695
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY",0.0565630460432161,0.117351333113976,-0.104140399600773,-0.0253322948274842,0.167202203513537,-0.148521576013031
"GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS",0.0552527274986096,0.0311647423412617,-0.107398472611543,-0.145644352821579,-0.0798110006212627,-0.00124643295018415
"GOBP_MACROPHAGE_CYTOKINE_PRODUCTION",0.110864002742229,-0.505136697466949,-0.32350746148792,-0.213975653095915,-0.155994651291916,-0.232453960506718
