"","C03-C","C03-R","C03-S","C09-C","C09-R","C09-S","A33-C","A33-R","A33-S"
"GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION",0.643362728470204,-0.365462472375931,-0.198141467955855,-0.105365281995008,0.459458935826788,-0.275310823261017,-0.368709712394079,-0.295129623852439,0.360313751964968
"GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DEVELOPMENT",0.490563213567159,-0.388895687196787,-0.260850435092692,-0.107525541121143,0.38614606289563,-0.425420786224905,-0.38766277022747,-0.0982515258911688,0.455260418260811
"GOBP_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION",0.373673734846672,-0.184762595494322,-0.214264534084151,-0.345895917850533,0.00701885671609956,-0.333839416652323,0.0292326207453873,0.060152628853511,0.364137156733542
"GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING",-0.0117270433410874,-0.451383186353935,-0.139337724378381,-0.232772253879164,0.508624586728302,-0.27023974795881,0.122385609128313,0.0954441664281136,0.26746227647823
"GOBP_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING",-0.00617548532421655,-0.124218565163432,-0.325682313181407,0.110279996131527,0.0545551672686023,-0.11773911195231,0.0467318376899065,-0.0493329634190553,0.045808807958661
"GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_VENTRAL_SPINAL_CORD_PATTERNING",0.286769512940034,-0.745049255305185,-0.831360275313188,0.149510646829477,-0.0499574332689396,-0.208706336888587,0.59870837376224,0.387838323921322,0.725302105907849
"GOBP_NEURAL_TUBE_DEVELOPMENT",-0.211764103582351,-0.223503129008339,-0.399262193836858,-0.0317336082536387,0.0669002566862629,-0.057668870627888,0.175274910782373,0.222736061009913,0.246498443079546
"GOBP_HINDBRAIN_RADIAL_GLIA_GUIDED_CELL_MIGRATION",0.0514181142673542,-0.262666735811734,-0.433332386151037,-0.159707952741252,-0.190947275433346,-0.436202831219281,0.163134748112019,0.273531613565626,0.220321865736833
"GOBP_HINDBRAIN_TANGENTIAL_CELL_MIGRATION",0.127785125648642,0.214564908368947,-0.0452208950611709,-0.640322889106112,-0.277338160921249,-0.0532995378449854,-0.258594623509946,0.53884762776814,0.38824240750379
"GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION",0.0287779708001021,-0.573631277767086,-0.294154593470482,0.335153999954045,0.510917637095504,0.217071547914266,-0.294556091047273,-0.291501790194965,0.269879397700262
"GOBP_CEREBELLAR_PURKINJE_CELL_GRANULE_CELL_PRECURSOR_CELL_SIGNALING_INVOLVED_IN_REGULATION_OF_GRANULE_CELL_PRECURSOR_CELL_PROLIFERATION",-0.0227071109971342,-0.823088492438227,-0.582226612504616,0.64761274167546,0.64639232255774,0.279264822586897,-0.0207387294983518,-0.669211601699496,0.498108332694612
"GOBP_POSITIVE_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION",0.226533795692895,-0.651160935718109,-0.527225235443869,0.463362072005504,0.488171647488327,0.23714679909049,-0.143340617819478,-0.299304918259676,0.397901208027775
"GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS",0.24357017768178,0.379992964399773,0.289716802283339,-0.460735597691504,-0.504773299607697,-0.113581486189126,-0.0589303180657744,0.0977830677268411,0.232160266055059
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION",0.288967572304886,-0.0690063474890333,-0.000845039694656102,-0.226004500984594,-0.131309559144879,-0.179577551840983,-0.153611978843923,-0.0498663047588146,0.278303973207325
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT",0.236662413892569,0.184391796954593,0.169073200852865,-0.284084814906069,-0.270419078772762,-0.213308943090473,-0.225045622868772,-0.0988164098367158,0.125813206978052
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS",0.210968132485604,0.369450674261209,0.264002808744675,-0.426751682104075,-0.364381767118069,-0.213075304330852,-0.0681966942138293,0.145357307123545,0.0916234541456159
"GOBP_CORTICOSPINAL_TRACT_MORPHOGENESIS",0.310809380574175,0.521859206656866,0.279155355647434,-0.106361839336558,-0.501617272111805,-0.173072630209613,-0.413437329361995,-0.13160756399104,0.20164684640921
"GOBP_ANTERIOR_COMMISSURE_MORPHOGENESIS",0.301511212934155,0.373145086927597,0.292754428274122,-0.69247429991937,-0.624843514182031,-0.125163128715536,0.167230311155925,0.460529899724511,-0.215823878871217
"GOBP_TELENCEPHALON_REGIONALIZATION",0.0362719436546989,-0.607026332771351,-0.548897556214963,0.180440491577659,0.325284533468182,0.225250882884748,0.539474755775484,-0.13203745877404,0.568149482254255
"GOBP_HYPOTHALAMUS_CELL_DIFFERENTIATION",0.149805508015641,-0.140996291160731,-0.172773618913159,-0.0553982680186662,0.0887469464937404,-0.0835319565361615,-0.33866761009679,-0.129075558923801,0.293971813321749
"GOBP_PITUITARY_GLAND_DEVELOPMENT",0.363402786971473,-0.628855976426549,-0.267062378695169,0.243415447939279,0.283838762536356,0.23582351864078,-0.0507717206497789,-0.260499474085018,0.482431790453596
"GOBP_ADENOHYPOPHYSIS_DEVELOPMENT",0.439443511363065,-0.632951658969127,-0.146072481850452,0.284595220165274,0.293977799070125,0.199266472989562,-0.258586814689623,-0.631450887232556,0.576314653760037
"GOBP_CEREBRAL_CORTEX_DEVELOPMENT",0.331455527264027,-0.0775694554026365,-0.140926165170853,-0.279276021118941,-0.249255930771469,-0.285890653933732,0.0576519224923387,0.184164077113817,0.285812638998479
"GOBP_OLFACTORY_LOBE_DEVELOPMENT",0.268723098980993,-0.271947831853419,-0.163509836664665,-0.0335763011233848,-0.0449269556608086,-0.191160343048326,0.0366004509369766,-0.0192199575960212,0.228575747143251
"GOBP_NEURAL_PLATE_ANTERIOR_POSTERIOR_REGIONALIZATION",-0.192701897661413,-0.219592124342757,-0.304152885573404,0.142811096999373,0.206905745890773,0.0478430159409812,-0.167667107538881,-0.124659776678347,0.0914491310775453
"GOBP_NEUROGENESIS",0.101075968721218,0.0649561901185503,0.0153183678183188,-0.183296935322233,-0.0510716047428567,-0.104247872848214,-0.152299583858224,-0.0365660298048857,0.103807900188022
"GOBP_TANGENTIAL_MIGRATION_FROM_THE_SUBVENTRICULAR_ZONE_TO_THE_OLFACTORY_BULB",0.402274314346004,0.225270883758335,0.260128993853006,-0.101449982105617,-0.115154525353069,-0.282480391201586,-0.392527495489596,-0.404145708535253,-0.224277872951275
"GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION",0.173531454257481,0.331156845597267,0.229361596003968,-0.450355061729825,-0.401744189171592,-0.28008207919959,0.00920028779522983,0.189382609181317,0.263337913825581
"GOBP_METENCEPHALON_DEVELOPMENT",0.100162480333424,0.0220954594348911,-0.105652486722887,-0.210640521277419,-0.0635459915047745,-0.296513851372492,0.053543066476667,0.142491595335222,0.207964483459488
"GOBP_CORPUS_CALLOSUM_DEVELOPMENT",0.172396742294643,0.31062423549227,0.237096783887745,-0.472237846424636,-0.364209198525479,-0.422957032331632,0.147807959038018,0.238603220332875,-0.00588885568334999
"GOBP_REGULATION_OF_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY",0.278662075487635,0.0373191738209567,-0.259714954284639,0.0934686826695176,-0.157862988522695,-0.0781648052290936,-0.188949810795324,0.195953327104505,-0.2461766392743
"GOBP_CELL_CYCLE_PROCESS",-0.10065214093959,-0.0715838461979217,-0.318583180375795,-0.300765228440364,-0.191134647150644,-0.289415396521111,0.355013403898402,0.308654989132606,0.28821712307627
"GOBP_MOLTING_CYCLE_PROCESS",-0.101030344708568,-0.351470268838975,-0.320525906709116,0.124829451566862,0.071985914437691,0.0915874455343868,0.015269776097917,0.00136646704113616,0.21064143526096
"GOBP_MEMBRANE_DOCKING",0.0501741194868927,0.365985004720679,0.0490176704312995,-0.362777916931924,-0.021724511965645,-0.274916933960447,-0.164181237983909,-0.000986532649399213,-0.0782454174019055
"GOBP_REGULATION_OF_CELL_CELL_ADHESION",0.0148730718245099,-0.158017254404194,-0.12261413140953,0.102279901267615,0.146954492560294,0.136733596111034,-0.0640329544114993,-0.113636361801175,-0.0686006346220391
"GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION",-0.0793568190157709,-0.242109297516192,-0.157407885871455,0.176775131156677,0.198347649210649,0.228380703433215,-0.0449687716105001,-0.187464667892732,-0.0741165424115783
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION",0.10779212733636,-0.190458738189016,-0.138575489901629,0.0852133437979876,0.207938879598995,0.121661173080978,-0.0554509710718702,-0.128527688960043,-0.0279365634970102
"GOBP_CELLULAR_COMPONENT_DISASSEMBLY",-0.00249669174859118,0.198377414982815,-0.121169469058919,-0.268039824828089,0.0335018451306708,-0.275180699988816,0.0329572765021736,0.14284277591586,-0.12359798940416
"GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM",-0.0545581419089074,-0.124432564654091,-0.125508341063696,0.0584279135808278,-0.106713919237957,0.0611678712721515,0.0877115123088906,0.00625904183403503,0.0528714659051734
"GOBP_PROTEIN_MATURATION_BY_PROTEIN_FOLDING",-0.0878715254644239,-0.0655939993840971,-0.447550805216361,0.388096699865763,0.570883909119137,-0.443672931486333,-0.316165478332091,-0.134852801519392,-0.0944960053404946
"GOBP_DIGESTIVE_SYSTEM_PROCESS",0.168498225878379,-0.230111098953322,0.0875446977696115,0.15765206454155,0.255079669513811,0.20787026381841,-0.226503446391026,-0.296652087695964,-0.194489490419236
"GOBP_OVULATION_CYCLE_PROCESS",0.19939504297299,-0.196014940098301,-0.0823604419035252,0.0958918373819278,0.0662330440359389,0.21197589869566,-0.280532896050296,-0.295570576584151,-0.0334164605629094
"GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS",0.0392715652796639,-0.023372918511603,-0.138576605825353,-0.0558236764339584,0.0266291715900757,0.042431226069925,-0.145768672828191,-0.0063364493407381,0.0517084944542976
"GOBP_REGULATION_OF_CELL_MORPHOGENESIS",0.0875785507314342,0.114026369147641,-0.151701054427117,-0.159894155890714,-0.112420943727704,-0.135315804973301,-0.103027230258068,0.187384065948074,0.124493728959024
"GOBP_MAMMALIAN_OOGENESIS_STAGE",0.149047277758601,-0.473013030312887,-0.422407155623654,-0.176398366300791,0.578035797835194,0.172604883489478,-0.236859317101468,-0.190524750136399,-0.147227244281702
"GOBP_GLAND_MORPHOGENESIS",0.219853769970194,-0.403635953066612,-0.345220302715898,0.201210507325697,0.216739902482376,0.208274060048914,0.0108613021177241,-0.177111378415669,-0.0153462124312293
"GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",-0.195312127320778,0.198739586613271,-0.375779352557588,-0.496277520621449,0.055324804034198,-0.510347751129935,0.526854677621673,0.44066694952257,0.0872409577351464
"GOBP_MEMBRANE_TO_MEMBRANE_DOCKING",0.319674776725813,-0.849182360845198,-0.76308203615221,0.167521583855135,0.301063909066542,0.0411583218936438,0.753902584977865,0.0514046214070811,0.515955611314769
"GOBP_PROTEIN_TO_MEMBRANE_DOCKING",-0.321065062037854,0.0563140512706739,-0.436157334375831,-0.181531304632425,0.518279395485149,-0.478991224550957,0.314700508190858,0.337160524009864,-0.519110930789485
"GOBP_DNA_STRAND_ELONGATION",-0.267562816168361,-0.121787127486349,-0.458496648162611,-0.461139830613267,-0.208334534638789,-0.469450797697724,0.515749335324091,0.536046912136212,0.372459051105093
"GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",0.0562161183726931,-0.15347681923407,-0.294063862713243,0.182438867618311,0.381329182417692,0.29758128047735,-0.0939466853466593,-0.246006460229177,-0.160204134044872
"GOBP_ELECTRON_TRANSPORT_CHAIN",-0.405289619822692,-0.0167557132371078,-0.358346935639649,0.342213248394119,0.543239460165899,-0.288816756901889,-0.145386251927422,-0.20241326412375,-0.337939102121746
"GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN",-0.378851442921341,0.105349503872827,-0.382263406045902,0.439156898161079,0.568887709208921,-0.364941343566233,-0.227902582055957,-0.277583804023276,-0.390777344816117
"GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION",-0.110952845845219,-0.517405981503774,-0.244129642660815,0.259655490189546,0.510858551303156,0.235725169565141,-0.0715305748366822,-0.234364218761175,-0.102592274954209
"GOBP_CD40_SIGNALING_PATHWAY",-0.410495388277126,-0.212887255953873,-0.415548859327772,0.39199968363352,0.539183287885217,-0.109954913833412,0.0454899427220092,-0.112868874603707,0.21290418233568
"GOBP_NEURONAL_SIGNAL_TRANSDUCTION",0.516089262228838,0.39962475323241,0.222236715234004,-0.379237798830202,-0.122558748517451,-0.224927267684809,-0.459222320644401,0.0583768157245604,-0.440159296845487
"GOBP_NEGATIVE_REGULATION_OF_SIGNALING",0.0149661520274756,0.0107662213178874,-0.124602328380714,-0.072456591114035,0.0570585683152848,-0.067814225149296,-0.0762967360026104,-0.0416077073089748,-0.034118476766616
"GOBP_ADAPTATION_OF_SIGNALING_PATHWAY",0.17363921866743,0.10965059937797,0.221074872633011,0.00120975018683092,-0.0879663679485562,-0.264704805760613,-0.325447205040695,-0.352014164109042,-0.0552665888101387
"GOBP_SIGNAL_RELEASE",0.209457818602765,0.169512146107724,0.213716891814007,-0.132991992536225,0.13604829771205,-0.117812659342153,-0.3624099082326,-0.253447883423691,-0.0280523477025312
"GOBP_INTRACELLULAR_MONOATOMIC_ANION_HOMEOSTASIS",-0.0378698370081079,-0.420152440409963,-0.374059070117995,0.429677906241166,0.0214455662677759,-0.167477184642904,0.0355297529875868,0.0708371769630898,0.28862318247578
"GOBP_INTRACELLULAR_POTASSIUM_ION_HOMEOSTASIS",0.0739546058867579,-0.168493098434312,0.129876278846727,0.0618041705998333,0.321909708919267,0.321934254015407,-0.569099603819426,-0.287243301418939,-0.36840380456618
"GOBP_ESTABLISHMENT_OF_CELL_POLARITY",0.0502328736430596,0.0924440969495451,-0.113503966495749,-0.256162186795385,-0.142356338820317,-0.196509435523729,0.154426476922167,0.214729583738834,0.104434886846838
"GOBP_MAINTENANCE_OF_CELL_POLARITY",-0.161545734965001,0.0655887571433061,-0.0838046079245885,-0.180425351469688,-0.189798061560654,-0.17111035367717,0.00738943651253873,0.116659171386051,0.225916310001091
"GOBP_ACTIN_FILAMENT_BASED_PROCESS",0.0111880944321076,0.0734332488901542,-0.0636753610113817,-0.0476707155366104,-0.0062000637366221,-0.0325125325986655,-0.196334217406367,-0.00711147126483477,0.00462429108997235
"GOBP_CELL_PROJECTION_ORGANIZATION",-0.103601996993152,0.0620106003751666,-0.0717510625415429,-0.0611407989896071,-0.0680435602977948,-0.024224677286971,-0.148139652455841,0.0339276094522146,0.104581300374194
"GOBP_CELL_PROJECTION_ASSEMBLY",-0.348423943035738,-0.122912959733023,-0.319102749215006,0.164721727412163,0.0498162844734522,0.0785881064377323,-0.0422309564642906,0.108276105802526,0.129630754280363
"GOBP_LAMELLIPODIUM_ASSEMBLY",-0.163871901065805,0.106908481649418,-0.163942521523436,-0.106843609000044,-0.139863694685642,-0.129495245432147,-0.0302263781845057,0.12353900619189,0.187036513008455
"GOBP_MICROVILLUS_ASSEMBLY",-0.202590991051415,0.117561967503332,-0.216457781989718,-0.251040681919948,0.279534500927946,0.00752273366315151,-0.0894766477136385,-0.100164962474517,0.0201789388879912
"GOBP_ACTIN_FILAMENT_POLYMERIZATION",0.00562066137025349,0.240671129458519,-0.00761165623734578,-0.215711821524862,-0.0555942882557265,-0.204354504589194,-0.1417341252864,0.189166562484771,-0.0664028980029976
"GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION",0.290118303136386,0.368962484102723,-0.0045922659340078,-0.293315216427492,0.0047392224936402,-0.125970592047137,-0.253658395735868,0.0890778334341745,-0.291826093588293
"GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY",0.276015225683808,0.247072092450449,0.0864960431752742,-0.405078009588975,0.142330489684875,-0.360327186691783,0.375596114465304,-0.0321342929828733,0.193897310687836
"GOBP_ACTIN_MODIFICATION",-0.619778170011929,-0.0306074448341642,-0.328256293988721,0.450066502023394,-0.0420934436098446,-0.488762360438474,0.263869953145065,0.479157526110867,-0.548169251806326
"GOBP_ACTIN_FILAMENT_BASED_MOVEMENT",0.100786384571728,0.0280210245824227,-0.0225116501317698,0.0828044246387101,-0.014645656066677,0.260855139070897,-0.299376583747647,-0.126390257580223,-0.00508527640788406
"GOBP_INSULIN_PROCESSING",0.283763521042264,0.24084527944587,0.0409917186552739,0.0595815218566774,0.0465556523226765,-0.613684854614841,0.158447280684475,-0.209273128409044,-0.198842755083254
"GOBP_INSULIN_SECRETION",0.0674582721832997,0.174625166465283,0.135569454732499,-0.092264063207635,0.158382305557618,-0.126005766836803,-0.347061682805126,-0.239179781973218,-0.078546154426021
"GOBP_PROTEIN_REPAIR",-0.635487701254247,-0.0423039120214672,-0.281869017813739,0.156571816318998,0.542324402147968,-0.154389187126612,0.100031323268591,-0.0117008648464019,0.000912637820076473
"GOBP_HEMOPOIESIS",0.00877029135434496,-0.13700362184577,-0.219891200917498,-0.0383732344360742,0.0582108491247646,-0.0343557147077602,0.125456439432602,0.0834811669552002,-0.011548900927169
"GOBP_MYELOID_CELL_DIFFERENTIATION",0.031719789192459,-0.081321373682326,-0.179236970129081,-0.0619846781186523,0.0855741135779863,-0.078043230114275,0.0874205718779807,0.0463129644615538,-0.0590416125304719
"GOBP_REGULATION_OF_ENDOCYTOSIS",0.0330590003943901,0.166094453060494,0.0266108282285137,-0.139416618762582,-0.0274962074270535,-0.0051412966820199,-0.230807561704085,-0.00552468893536737,-0.0554486150028173
"GOBP_NATURAL_KILLER_CELL_ACTIVATION",0.142479682853514,-0.0217900421214302,-0.114115100204594,-0.0216751566223883,-0.060484417523503,-0.0261150237722602,0.070896106363475,0.00282056333123659,-0.0117571732559568
"GOBP_WATER_HOMEOSTASIS",-0.0683341873683938,-0.192771115423247,0.0147933525897062,0.187188199555119,0.0326060213312238,0.103149267482272,0.0212476638462975,-0.105349711292512,-0.0509290755479195
"GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY",-0.0817569743203037,-0.132744022065934,-0.320439029791742,0.0156564811073868,0.125559914263469,-0.00800976172162701,-0.0246978452780939,0.069631540068411,0.100484415237584
"GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS",-0.185476070070877,0.178709236248155,-0.198298921559403,-0.0486614971682292,0.0938130183806156,0.020323556325991,-0.133860220584019,-0.0134760255726242,-0.169636334875903
"GOBP_SPHINGOLIPID_CATABOLIC_PROCESS",-0.248916681364879,0.0326868253757536,-0.183089828918557,0.100273524019779,0.35900312169746,0.146549743280237,-0.341887471694655,-0.171950247152108,-0.265069449522313
"GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",-0.207318578391337,0.13794563999218,-0.368473087665925,-0.326250321330523,0.337335812719437,-0.510916112918011,0.262986515027842,0.276882862883221,-0.0128273401950658
"GOBP_REGULATION_OF_CELL_ADHESION",0.00113381594728734,-0.123816010361037,-0.132013269071839,0.0869723167303369,0.140210639037323,0.122369974979764,-0.133166296199165,-0.101449152603801,-0.0694030519231964
"GOBP_PANCREATIC_JUICE_SECRETION",0.305234660827564,-0.25056607194053,-0.112592738329071,0.27185004089985,0.168709554144925,0.153571305478551,0.0612512613668138,-0.174163809889402,-0.486659630552554
"GOBP_REGULATION_OF_PROTEOLYSIS",-0.0745649687496536,-0.0425102507294931,-0.203651036299011,-0.0705512355567303,0.185781109302597,-0.0659912946897303,0.00843788830556866,-0.0107372219151522,-0.11668052195705
"GOBP_PROTEIN_CATABOLIC_PROCESS",-0.0746657023406309,0.246250021628429,-0.148576040903163,-0.341444917238928,-0.0322017899090519,-0.335472699586204,0.200872028770472,0.231293039676049,-0.0964524239089877
"GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS",0.0141075263256029,-0.0288701829110757,-0.133325988524882,-0.0284786915177353,0.212143121366036,-0.120882125577192,-0.268589107714656,-0.111895062843087,0.105041509519907
"GOBP_PROTEOGLYCAN_CATABOLIC_PROCESS",-0.202941972729446,-0.059837134190069,-0.264527332902852,0.380333159865871,0.14797815134243,0.00885993952805264,-0.147034846937083,-0.260565991892034,-0.102318368879862
"GOBP_PLATELET_ACTIVATION",-0.0225958592023403,-0.172962502284932,-0.122501068563156,0.281050215193676,0.308872956937934,0.0482418808220873,-0.317193288443821,-0.229939863187419,-0.226664881310929
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION",-0.0940733453200499,-0.640823404990406,-0.67389341859127,-0.0517036709319302,0.00196763578383205,-0.0190207276127629,0.482884414120331,0.209670059734566,0.547647749957386
"GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY",-0.0474607989750376,-0.138846630551908,-0.277010432496976,-0.0122586500188368,-0.0435876020060518,-0.108844675716503,0.0107791207010321,0.146104080049458,0.0788352265327399
"GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY",-0.0989178988562529,-0.230237768190234,-0.374657945448027,0.118834881612717,0.249615016146401,0.168953594333908,-0.114313582065763,-0.0132096426185669,0.17272932404582
"GOBP_B_CELL_DIFFERENTIATION",0.0616062712547343,-0.25507284751514,-0.199308271712625,0.046853013629516,-0.0377750763331229,0.163764566996946,0.153420801840744,0.16790609201353,-0.0427545747238561
"GOBP_NITRIC_OXIDE_TRANSPORT",0.305987902426709,-0.51792315257615,0.16428418473895,0.496481204647045,0.268274574254363,0.5643492229289,-0.677692007316109,0.390380177481552,0.467969035195438
"GOBP_COLLAGEN_FIBRIL_ORGANIZATION",-0.323637217687072,-0.434161087177683,-0.419354071352578,0.346090695177115,0.42827026204747,0.405706984712787,-0.0269448780065545,-0.303600001979163,0.0595907821697468
"GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_CATABOLIC_PROCESS",-0.406575870387668,0.123501152975655,-0.30445970196392,0.30368088464735,0.103212950269492,0.0193808167595201,-0.0992051120749828,-0.318080698756171,0.063827337528982
"GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS",0.48224102136602,0.029511447143084,0.160701201594692,0.0990381144336838,0.374085613838555,0.0608744261441914,-0.592352131516789,-0.32070954729209,-0.159304541059626
"GOBP_HEPARIN_METABOLIC_PROCESS",0.258262630185989,0.173522537024538,-0.0241111274789964,0.116478114546085,-0.100431665885578,-0.262102413821908,-0.411694051001228,-0.263255526236169,0.119964036061695
"GOBP_DERMATAN_SULFATE_METABOLIC_PROCESS",0.0437392558581839,0.0590442139824657,0.0854166022878609,0.310203176231106,0.041395742560022,0.262186319641426,-0.555688006049044,-0.483419211299534,-0.260114920260374
"GOBP_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS",-0.3087393403701,-0.215069869408459,-0.45475954700298,0.359304773599604,0.418172393194348,0.204844859360631,-0.138173524253464,-0.285152150587564,0.00303627180245072
"GOBP_CHONDROITIN_SULFATE_CATABOLIC_PROCESS",-0.604008185258577,0.437452805276464,-0.0796319143157999,0.127945677029149,0.411774967126118,-0.0109533241017103,0.176478718424103,-0.143052062790267,-0.154373113575577
"GOBP_DERMATAN_SULFATE_BIOSYNTHETIC_PROCESS",0.509579085349303,-0.187451678702578,-0.142513752774907,0.273500125572693,0.0280246384651404,0.12594200390532,-0.549025838779139,-0.476482840366688,-0.138467799369234
"GOBP_HEPARIN_BIOSYNTHETIC_PROCESS",0.433796464180087,0.371296112058828,0.0891763653054,-0.216370060960494,-0.440165067907287,-0.227173643774001,-0.372567324484098,0.0191474592132564,-0.181156887838924
"GOBP_HYALURONAN_METABOLIC_PROCESS",-0.0645860458113809,-0.175387093024688,-0.251315878546992,0.280868111167031,0.295875648674574,0.0621639826318395,-0.244589297433136,-0.321175385681748,0.112188087372319
"GOBP_HYALURONAN_BIOSYNTHETIC_PROCESS",-0.181306572970057,0.0650642551602764,0.0206999458170415,0.0917396204151119,0.110024590517484,-0.361392668904044,-0.318612548917657,-0.274162502338311,0.246488862947611
"GOBP_HYALURONAN_CATABOLIC_PROCESS",-0.133941911287284,-0.385662727183965,-0.583959715830646,0.397536649934886,0.509577208004526,-0.134277885905549,0.121038715181537,-0.0752395270613072,0.222157390346398
"GOBP_KERATINOCYTE_DIFFERENTIATION",0.135910037372612,-0.10829177174643,-0.0942143555489672,0.0911644165457997,0.221424419386281,0.23806314149973,-0.0932725813358466,-0.191428915728405,-0.0558582234778727
"GOBP_T_CELL_DIFFERENTIATION",-0.00551143017387634,-0.163753999633723,-0.193193629468764,0.0251095136658939,0.11542642930933,0.0958684832265989,0.0918753184703773,0.0372472335491351,-0.0361756453226338
"GOBP_MEGAKARYOCYTE_DIFFERENTIATION",0.230889877205515,-0.175484795485816,-0.222959538453183,-0.166518248278016,-0.0860632011530872,-0.113985842150281,0.283019213020941,0.140830701917198,0.0883472794152853
"GOBP_EOSINOPHIL_DIFFERENTIATION",-0.664040262679501,0.344037392340559,-0.042409986971354,0.640175772013617,0.0654186590700965,0.0384391615928704,-0.281246417294456,-0.303114619077282,-0.266148322139056
"GOBP_NEUTROPHIL_DIFFERENTIATION",-0.332205436516727,-0.0943250706936469,-0.230403458983199,-0.0660760976711018,0.158883091216466,0.0199278807142318,0.27241006667741,0.0687855933993381,-0.0205339990229326
"GOBP_MONOCYTE_DIFFERENTIATION",0.104916879506756,-0.314155238121972,-0.226629218989824,0.176910333326469,0.25880714724874,0.136699381359611,-0.145578170025157,-0.234729238253488,-0.0441670059749344
"GOBP_MACROPHAGE_DIFFERENTIATION",-0.0502944082744385,-0.217612631234042,-0.186678039785451,0.293342497236847,0.214357524234702,0.33989447907458,-0.217824530201613,-0.173942222896822,-0.162741495738431
"GOBP_MALE_SEX_DETERMINATION",-0.10361921545506,-0.256687895736114,-0.21739192452679,0.0771072747200253,-0.294005518781207,-0.0693486177588872,-0.0102019721671972,0.318236497947847,0.0794066319072966
"GOBP_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY",0.585771211668934,-0.310927456444439,-0.0326500145255162,-0.0837251093918449,-0.214035434490727,-0.361807939039904,-0.136395266413331,0.07863824724257,0.369784243701309
"GOBP_AUTOPHAGY_OF_PEROXISOME",-0.113155150848412,0.257127736911289,-0.210855065846922,-0.281240214833888,-0.343264533063416,-0.227439274623226,0.135141018494551,0.578594685364438,-0.512206283670463
"GOBP_GROWTH_HORMONE_SECRETION",0.470354794231777,0.0856520340579691,-0.0165117551011584,-0.234132591615767,0.245490067516913,-0.424477650106217,-0.178619923090735,-0.225107166228146,0.305256840709894
"GOBP_LIPID_MODIFICATION",-0.289155714247173,0.00421628206023938,-0.194633731326664,0.119611692805553,0.154078286138103,0.125469912702112,-0.112191173176622,0.0387625930773972,-0.195490675469164
"GOBP_LIPID_GLYCOSYLATION",0.148255424418409,0.29365275881753,0.243161432658827,0.0719392535637824,0.116337705294396,-0.038209371852104,-0.226482757622635,-0.223766852897163,-0.232290848237767
"GOBP_CHROMOSOME_CONDENSATION",0.00870594570593372,-0.436791350295154,-0.419102295212247,-0.368008475526655,-0.21145585753496,-0.359361538791199,0.662796751518715,0.402987968999882,0.487971119994284
"GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION",-0.569289065132534,-0.20658719535752,-0.422730129441214,0.0602139687508585,0.252452823803268,-0.0431458384629297,0.633491032649003,0.396328030954705,0.318047570985988
